Sex,Year,Obesity (%),Region,BMI
Female,2006,22.6 [17.4-28.3],Balkans,22.6
Both sexes,2007,21.2 [17.5-25.1],Balkans,21.2
Male,2007,19.3 [14.3-24.9],Balkans,19.3
Female,2007,22.9 [17.6-28.7],Balkans,22.9
Both sexes,2008,21.6 [17.9-25.6],Balkans,21.6
Male,2008,19.9 [14.7-25.5],Balkans,19.9
Female,2008,23.2 [17.8-29.0],Balkans,23.2
Both sexes,2009,22.0 [18.2-26.1],Balkans,22.0
Male,2009,20.4 [15.1-26.1],Balkans,20.4
Female,2009,23.5 [18.0-29.5],Balkans,23.5
Both sexes,2010,22.4 [18.5-26.6],Balkans,22.4
Male,2010,20.9 [15.5-26.8],Balkans,20.9
Female,2010,23.7 [18.2-29.9],Balkans,23.7
Both sexes,2011,22.8 [18.9-27.0],Balkans,22.8
Male,2011,21.4 [15.9-27.4],Balkans,21.4
Female,2011,24.0 [18.4-30.3],Balkans,24.0
Both sexes,2012,23.2 [19.1-27.6],Balkans,23.2
Male,2012,22.0 [16.2-28.2],Balkans,22.0
Female,2012,24.3 [18.6-30.7],Balkans,24.3
Both sexes,2013,23.6 [19.4-28.2],Balkans,23.6
Male,2013,22.5 [16.5-28.9],Balkans,22.5
Female,2013,24.6 [18.6-31.3],Balkans,24.6
Both sexes,2014,24.0 [19.7-28.7],Balkans,24.0
Male,2014,23.0 [16.8-29.6],Balkans,23.0
Female,2014,24.9 [18.7-31.7],Balkans,24.9
Both sexes,2015,24.4 [20.0-29.3],Balkans,24.4
Male,2015,23.6 [17.1-30.4],Balkans,23.6
Female,2015,25.1 [18.7-32.2],Balkans,25.1
Both sexes,2016,24.9 [20.2-29.9],Balkans,24.9
Male,2016,24.2 [17.3-31.3],Balkans,24.2
Female,2016,25.4 [18.7-32.7],Balkans,25.4
