Sex,Year,Obesity (%),Region,BMI
Female,2005,21.0 [15.7-26.8],Caribbean,21.0
Both sexes,2006,15.1 [11.8-18.8],Caribbean,15.1
Male,2006,8.4 [5.2-12.6],Caribbean,8.4
Female,2006,21.4 [16.1-27.3],Caribbean,21.4
Both sexes,2007,15.5 [12.0-19.2],Caribbean,15.5
Male,2007,8.7 [5.3-12.9],Caribbean,8.7
Female,2007,21.9 [16.4-27.8],Caribbean,21.9
Both sexes,2008,15.8 [12.3-19.7],Caribbean,15.8
Male,2008,8.9 [5.4-13.3],Caribbean,8.9
Female,2008,22.3 [16.7-28.4],Caribbean,22.3
Both sexes,2009,16.2 [12.6-20.1],Caribbean,16.2
Male,2009,9.2 [5.6-13.7],Caribbean,9.2
Female,2009,22.8 [17.0-29.1],Caribbean,22.8
Both sexes,2010,16.5 [12.8-20.6],Caribbean,16.5
Male,2010,9.5 [5.7-14.2],Caribbean,9.5
Female,2010,23.2 [17.2-29.8],Caribbean,23.2
Both sexes,2011,17.0 [13.1-21.1],Caribbean,17.0
Male,2011,9.8 [5.9-14.7],Caribbean,9.8
Female,2011,23.7 [17.5-30.5],Caribbean,23.7
Both sexes,2012,17.4 [13.4-21.8],Caribbean,17.4
Male,2012,10.2 [6.1-15.3],Caribbean,10.2
Female,2012,24.3 [17.9-31.3],Caribbean,24.3
Both sexes,2013,18.0 [13.8-22.5],Caribbean,18.0
Male,2013,10.6 [6.3-16.0],Caribbean,10.6
Female,2013,24.9 [18.2-32.1],Caribbean,24.9
Both sexes,2014,18.5 [14.1-23.3],Caribbean,18.5
Male,2014,11.0 [6.5-16.7],Caribbean,11.0
Female,2014,25.6 [18.5-33.1],Caribbean,25.6
Both sexes,2015,19.1 [14.4-24.1],Caribbean,19.1
Male,2015,11.5 [6.7-17.5],Caribbean,11.5
Female,2015,26.3 [18.9-34.2],Caribbean,26.3
Both sexes,2016,19.7 [14.9-25.0],Caribbean,19.7
Male,2016,12.0 [6.9-18.5],Caribbean,12.0
Female,2016,27.0 [19.2-35.3],Caribbean,27.0
