Sex,Year,Obesity (%),Region,BMI
Female,2005,22.2 [16.2-28.8],Caribbean,22.2
Both sexes,2006,16.2 [12.5-20.4],Caribbean,16.2
Male,2006,9.1 [5.5-13.8],Caribbean,9.1
Female,2006,22.8 [16.7-29.6],Caribbean,22.8
Both sexes,2007,16.7 [12.9-20.9],Caribbean,16.7
Male,2007,9.5 [5.8-14.2],Caribbean,9.5
Female,2007,23.4 [17.2-30.3],Caribbean,23.4
Both sexes,2008,17.1 [13.3-21.4],Caribbean,17.1
Male,2008,9.9 [6.0-14.8],Caribbean,9.9
Female,2008,24.0 [17.6-31.0],Caribbean,24.0
Both sexes,2009,17.6 [13.6-22.0],Caribbean,17.6
Male,2009,10.3 [6.3-15.3],Caribbean,10.3
Female,2009,24.6 [18.2-31.8],Caribbean,24.6
Both sexes,2010,18.1 [14.0-22.5],Caribbean,18.1
Male,2010,10.7 [6.6-15.9],Caribbean,10.7
Female,2010,25.2 [18.6-32.5],Caribbean,25.2
Both sexes,2011,18.6 [14.4-23.2],Caribbean,18.6
Male,2011,11.1 [6.8-16.5],Caribbean,11.1
Female,2011,25.8 [19.1-33.3],Caribbean,25.8
Both sexes,2012,19.1 [14.9-23.8],Caribbean,19.1
Male,2012,11.5 [7.0-17.1],Caribbean,11.5
Female,2012,26.5 [19.5-34.1],Caribbean,26.5
Both sexes,2013,19.6 [15.3-24.5],Caribbean,19.6
Male,2013,11.9 [7.3-17.8],Caribbean,11.9
Female,2013,27.1 [19.9-34.9],Caribbean,27.1
Both sexes,2014,20.2 [15.7-25.2],Caribbean,20.2
Male,2014,12.4 [7.5-18.6],Caribbean,12.4
Female,2014,27.7 [20.2-35.7],Caribbean,27.7
Both sexes,2015,20.7 [16.0-26.0],Caribbean,20.7
Male,2015,12.9 [7.7-19.2],Caribbean,12.9
Female,2015,28.4 [20.6-36.7],Caribbean,28.4
Both sexes,2016,21.3 [16.4-26.8],Caribbean,21.3
Male,2016,13.3 [7.9-20.1],Caribbean,13.3
Female,2016,29.0 [21.0-37.6],Caribbean,29.0
