Sex,Year,Obesity (%),Region,BMI
Female,2005,33.2 [25.7-40.9],Caribbean,33.2
Both sexes,2006,26.6 [21.7-31.7],Caribbean,26.6
Male,2006,18.9 [12.7-25.8],Caribbean,18.9
Female,2006,33.6 [26.1-41.5],Caribbean,33.6
Both sexes,2007,27.1 [22.1-32.2],Caribbean,27.1
Male,2007,19.4 [13.1-26.5],Caribbean,19.4
Female,2007,34.1 [26.4-42.0],Caribbean,34.1
Both sexes,2008,27.6 [22.5-32.7],Caribbean,27.6
Male,2008,19.9 [13.6-27.1],Caribbean,19.9
Female,2008,34.5 [26.7-42.4],Caribbean,34.5
Both sexes,2009,28.1 [22.9-33.2],Caribbean,28.1
Male,2009,20.4 [14.0-27.7],Caribbean,20.4
Female,2009,34.9 [27.0-42.9],Caribbean,34.9
Both sexes,2010,28.5 [23.3-33.8],Caribbean,28.5
Male,2010,21.0 [14.4-28.4],Caribbean,21.0
Female,2010,35.4 [27.4-43.5],Caribbean,35.4
Both sexes,2011,29.0 [23.7-34.4],Caribbean,29.0
Male,2011,21.5 [14.7-29.1],Caribbean,21.5
Female,2011,35.8 [27.8-44.0],Caribbean,35.8
Both sexes,2012,29.5 [24.1-35.0],Caribbean,29.5
Male,2012,22.1 [15.0-29.8],Caribbean,22.1
Female,2012,36.3 [28.1-44.5],Caribbean,36.3
Both sexes,2013,30.0 [24.5-35.7],Caribbean,30.0
Male,2013,22.6 [15.4-30.6],Caribbean,22.6
Female,2013,36.7 [28.3-45.2],Caribbean,36.7
Both sexes,2014,30.5 [24.8-36.4],Caribbean,30.5
Male,2014,23.2 [15.7-31.4],Caribbean,23.2
Female,2014,37.2 [28.6-45.9],Caribbean,37.2
Both sexes,2015,31.0 [25.2-37.1],Caribbean,31.0
Male,2015,23.8 [16.0-32.3],Caribbean,23.8
Female,2015,37.6 [28.8-46.6],Caribbean,37.6
Both sexes,2016,31.6 [25.6-37.8],Caribbean,31.6
Male,2016,24.4 [16.2-33.4],Caribbean,24.4
Female,2016,38.1 [29.0-47.3],Caribbean,38.1
