Sex,Year,Obesity (%),Region,BMI
Female,2005,25.8 [20.5-31.2],Caribbean,25.8
Both sexes,2006,20.0 [16.5-23.6],Caribbean,20.0
Male,2006,13.4 [9.2-18.3],Caribbean,13.4
Female,2006,26.5 [21.2-32.0],Caribbean,26.5
Both sexes,2007,20.7 [17.2-24.4],Caribbean,20.7
Male,2007,14.0 [9.8-19.1],Caribbean,14.0
Female,2007,27.3 [21.9-32.9],Caribbean,27.3
Both sexes,2008,21.5 [17.8-25.2],Caribbean,21.5
Male,2008,14.7 [10.4-20.0],Caribbean,14.7
Female,2008,28.1 [22.5-33.8],Caribbean,28.1
Both sexes,2009,22.2 [18.5-26.2],Caribbean,22.2
Male,2009,15.5 [10.9-20.8],Caribbean,15.5
Female,2009,28.8 [23.2-34.7],Caribbean,28.8
Both sexes,2010,23.0 [19.2-27.0],Caribbean,23.0
Male,2010,16.2 [11.5-21.7],Caribbean,16.2
Female,2010,29.6 [23.7-35.7],Caribbean,29.6
Both sexes,2011,23.8 [19.8-28.0],Caribbean,23.8
Male,2011,17.0 [12.1-22.7],Caribbean,17.0
Female,2011,30.4 [24.4-36.6],Caribbean,30.4
Both sexes,2012,24.5 [20.4-28.9],Caribbean,24.5
Male,2012,17.8 [12.5-23.8],Caribbean,17.8
Female,2012,31.2 [24.9-37.6],Caribbean,31.2
Both sexes,2013,25.3 [21.0-29.9],Caribbean,25.3
Male,2013,18.6 [13.0-24.8],Caribbean,18.6
Female,2013,31.9 [25.5-38.6],Caribbean,31.9
Both sexes,2014,26.1 [21.6-31.0],Caribbean,26.1
Male,2014,19.4 [13.5-25.9],Caribbean,19.4
Female,2014,32.7 [26.0-39.6],Caribbean,32.7
Both sexes,2015,26.9 [22.2-32.0],Caribbean,26.9
Male,2015,20.2 [13.9-27.0],Caribbean,20.2
Female,2015,33.4 [26.5-40.7],Caribbean,33.4
Both sexes,2016,27.6 [22.7-33.0],Caribbean,27.6
Male,2016,21.0 [14.4-28.1],Caribbean,21.0
Female,2016,34.1 [26.9-41.7],Caribbean,34.1
