Sex,Year,Obesity (%),Region,BMI
Female,2005,23.9 [17.1-31.0],Caribbean,23.9
Both sexes,2006,17.7 [13.7-22.1],Caribbean,17.7
Male,2006,11.0 [6.6-16.5],Caribbean,11.0
Female,2006,24.5 [17.7-31.7],Caribbean,24.5
Both sexes,2007,18.3 [14.2-22.8],Caribbean,18.3
Male,2007,11.5 [7.0-17.2],Caribbean,11.5
Female,2007,25.1 [18.3-32.5],Caribbean,25.1
Both sexes,2008,18.8 [14.7-23.4],Caribbean,18.8
Male,2008,12.0 [7.3-17.9],Caribbean,12.0
Female,2008,25.8 [18.8-33.2],Caribbean,25.8
Both sexes,2009,19.4 [15.2-24.1],Caribbean,19.4
Male,2009,12.5 [7.6-18.6],Caribbean,12.5
Female,2009,26.4 [19.3-34.0],Caribbean,26.4
Both sexes,2010,20.0 [15.7-24.8],Caribbean,20.0
Male,2010,13.0 [7.9-19.3],Caribbean,13.0
Female,2010,27.1 [19.8-34.9],Caribbean,27.1
Both sexes,2011,20.6 [16.2-25.6],Caribbean,20.6
Male,2011,13.6 [8.3-20.1],Caribbean,13.6
Female,2011,27.7 [20.4-35.7],Caribbean,27.7
Both sexes,2012,21.2 [16.6-26.4],Caribbean,21.2
Male,2012,14.1 [8.7-20.8],Caribbean,14.1
Female,2012,28.4 [20.9-36.5],Caribbean,28.4
Both sexes,2013,21.8 [17.1-27.2],Caribbean,21.8
Male,2013,14.7 [9.0-21.6],Caribbean,14.7
Female,2013,29.0 [21.4-37.4],Caribbean,29.0
Both sexes,2014,22.4 [17.5-28.0],Caribbean,22.4
Male,2014,15.3 [9.4-22.4],Caribbean,15.3
Female,2014,29.7 [21.8-38.3],Caribbean,29.7
Both sexes,2015,23.1 [17.9-28.9],Caribbean,23.1
Male,2015,15.9 [9.8-23.3],Caribbean,15.9
Female,2015,30.4 [22.2-39.2],Caribbean,30.4
Both sexes,2016,23.7 [18.4-29.8],Caribbean,23.7
Male,2016,16.6 [10.1-24.3],Caribbean,16.6
Female,2016,31.0 [22.7-40.0],Caribbean,31.0
