Sex,Year,Obesity (%),Region,BMI
Both sexes,2009,31.7 [29.0-34.3],North America,31.7
Male,2009,30.5 [26.8-34.5],North America,30.5
Female,2009,32.7 [29.1-36.4],North America,32.7
Both sexes,2010,32.3 [29.6-35.1],North America,32.3
Male,2010,31.2 [27.4-35.3],North America,31.2
Female,2010,33.3 [29.6-37.1],North America,33.3
Both sexes,2011,33.0 [30.1-35.9],North America,33.0
Male,2011,31.9 [27.8-36.2],North America,31.9
Female,2011,33.9 [30.0-37.8],North America,33.9
Both sexes,2012,33.6 [30.6-36.7],North America,33.6
Male,2012,32.6 [28.3-37.1],North America,32.6
Female,2012,34.5 [30.3-38.7],North America,34.5
Both sexes,2013,34.3 [31.0-37.6],North America,34.3
Male,2013,33.3 [28.8-38.0],North America,33.3
Female,2013,35.1 [30.6-39.6],North America,35.1
Both sexes,2014,34.9 [31.4-38.4],North America,34.9
Male,2014,34.0 [29.2-39.0],North America,34.0
Female,2014,35.7 [31.0-40.6],North America,35.7
Both sexes,2015,35.6 [31.9-39.3],North America,35.6
Male,2015,34.7 [29.7-40.1],North America,34.7
Female,2015,36.4 [31.3-41.4],North America,36.4
Both sexes,2016,36.2 [32.3-40.1],North America,36.2
Male,2016,35.5 [30.0-41.2],North America,35.5
Female,2016,37.0 [31.6-42.4],North America,37.0
