Sex,Year,Obesity (%),Region,BMI
Female,2006,35.7 [29.8-41.6],Middle East,35.7
Both sexes,2007,25.7 [21.5-30.3],Middle East,25.7
Male,2007,21.6 [16.2-27.4],Middle East,21.6
Female,2007,36.3 [30.3-42.2],Middle East,36.3
Both sexes,2008,26.3 [22.1-31.0],Middle East,26.3
Male,2008,22.2 [16.8-28.2],Middle East,22.2
Female,2008,36.8 [30.7-42.9],Middle East,36.8
Both sexes,2009,27.0 [22.7-31.7],Middle East,27.0
Male,2009,22.8 [17.2-28.9],Middle East,22.8
Female,2009,37.3 [31.2-43.5],Middle East,37.3
Both sexes,2010,27.7 [23.2-32.4],Middle East,27.7
Male,2010,23.5 [17.8-29.7],Middle East,23.5
Female,2010,37.9 [31.6-44.2],Middle East,37.9
Both sexes,2011,28.3 [23.8-33.2],Middle East,28.3
Male,2011,24.1 [18.2-30.4],Middle East,24.1
Female,2011,38.4 [32.0-45.0],Middle East,38.4
Both sexes,2012,29.0 [24.4-34.0],Middle East,29.0
Male,2012,24.8 [18.7-31.2],Middle East,24.8
Female,2012,38.9 [32.4-45.7],Middle East,38.9
Both sexes,2013,29.7 [24.9-34.8],Middle East,29.7
Male,2013,25.4 [19.0-32.1],Middle East,25.4
Female,2013,39.5 [32.7-46.4],Middle East,39.5
Both sexes,2014,30.3 [25.3-35.7],Middle East,30.3
Male,2014,26.1 [19.5-33.0],Middle East,26.1
Female,2014,40.0 [33.1-47.2],Middle East,40.0
Both sexes,2015,31.0 [25.7-36.5],Middle East,31.0
Male,2015,26.8 [19.9-34.0],Middle East,26.8
Female,2015,40.5 [33.4-48.0],Middle East,40.5
Both sexes,2016,31.7 [26.2-37.4],Middle East,31.7
Male,2016,27.5 [20.3-35.0],Middle East,27.5
Female,2016,41.0 [33.7-48.8],Middle East,41.0
