Sex,Year,Obesity (%),Region,BMI
Male,2011,14.8 [9.5-21.2],Oceania,14.8
Female,2011,24.0 [17.6-30.8],Oceania,24.0
Both sexes,2012,19.9 [15.6-24.7],Oceania,19.9
Male,2012,15.4 [9.9-22.0],Oceania,15.4
Female,2012,24.6 [18.1-31.5],Oceania,24.6
Both sexes,2013,20.6 [16.1-25.5],Oceania,20.6
Male,2013,16.0 [10.2-22.8],Oceania,16.0
Female,2013,25.2 [18.5-32.3],Oceania,25.2
Both sexes,2014,21.2 [16.6-26.3],Oceania,21.2
Male,2014,16.6 [10.6-23.6],Oceania,16.6
Female,2014,25.8 [19.0-33.2],Oceania,25.8
Both sexes,2015,21.9 [17.0-27.1],Oceania,21.9
Male,2015,17.3 [11.1-24.6],Oceania,17.3
Female,2015,26.5 [19.4-34.3],Oceania,26.5
Both sexes,2016,22.5 [17.5-27.9],Oceania,22.5
Male,2016,17.9 [11.5-25.5],Oceania,17.9
Female,2016,27.1 [19.8-35.2],Oceania,27.1
