Sex,Year,Obesity (%),Region,BMI
Female,2006,54.6 [47.4-61.4],Oceania,54.6
Both sexes,2007,50.6 [45.6-55.9],Oceania,50.6
Male,2007,46.2 [38.8-53.5],Oceania,46.2
Female,2007,55.1 [48.1-62.1],Oceania,55.1
Both sexes,2008,51.3 [46.3-56.6],Oceania,51.3
Male,2008,47.0 [39.6-54.3],Oceania,47.0
Female,2008,55.7 [48.6-62.6],Oceania,55.7
Both sexes,2009,52.0 [47.0-57.2],Oceania,52.0
Male,2009,47.8 [40.4-55.2],Oceania,47.8
Female,2009,56.2 [49.1-63.1],Oceania,56.2
Both sexes,2010,52.6 [47.6-57.8],Oceania,52.6
Male,2010,48.6 [41.2-55.9],Oceania,48.6
Female,2010,56.7 [49.4-63.6],Oceania,56.7
Both sexes,2011,53.2 [48.1-58.4],Oceania,53.2
Male,2011,49.3 [41.8-56.6],Oceania,49.3
Female,2011,57.2 [49.8-64.2],Oceania,57.2
Both sexes,2012,53.8 [48.6-59.0],Oceania,53.8
Male,2012,50.0 [42.4-57.4],Oceania,50.0
Female,2012,57.6 [50.2-64.7],Oceania,57.6
Both sexes,2013,54.3 [49.0-59.6],Oceania,54.3
Male,2013,50.7 [42.9-58.2],Oceania,50.7
Female,2013,58.0 [50.5-65.2],Oceania,58.0
Both sexes,2014,54.9 [49.4-60.3],Oceania,54.9
Male,2014,51.3 [43.4-59.0],Oceania,51.3
Female,2014,58.4 [50.7-65.8],Oceania,58.4
Both sexes,2015,55.4 [49.8-61.0],Oceania,55.4
Male,2015,52.0 [43.8-59.8],Oceania,52.0
Female,2015,58.8 [51.0-66.3],Oceania,58.8
Both sexes,2016,55.9 [50.2-61.5],Oceania,55.9
Male,2016,52.6 [44.2-60.6],Oceania,52.6
Female,2016,59.2 [51.2-66.8],Oceania,59.2
