Sex,Year,Obesity (%),Region,BMI
Female,2005,16.6 [12.2-21.5],Central Asia,16.6
Both sexes,2006,14.3 [11.3-17.5],Central Asia,14.3
Male,2006,11.2 [7.5-15.6],Central Asia,11.2
Female,2006,17.2 [12.6-22.1],Central Asia,17.2
Both sexes,2007,14.9 [11.8-18.1],Central Asia,14.9
Male,2007,11.7 [7.9-16.3],Central Asia,11.7
Female,2007,17.7 [13.1-22.7],Central Asia,17.7
Both sexes,2008,15.5 [12.3-18.8],Central Asia,15.5
Male,2008,12.3 [8.4-17.0],Central Asia,12.3
Female,2008,18.3 [13.6-23.3],Central Asia,18.3
Both sexes,2009,16.1 [12.9-19.4],Central Asia,16.1
Male,2009,12.9 [8.9-17.7],Central Asia,12.9
Female,2009,18.9 [14.1-23.9],Central Asia,18.9
Both sexes,2010,16.7 [13.4-20.2],Central Asia,16.7
Male,2010,13.5 [9.3-18.5],Central Asia,13.5
Female,2010,19.5 [14.6-24.6],Central Asia,19.5
Both sexes,2011,17.3 [13.9-20.9],Central Asia,17.3
Male,2011,14.1 [9.8-19.3],Central Asia,14.1
Female,2011,20.1 [15.1-25.4],Central Asia,20.1
Both sexes,2012,17.9 [14.4-21.6],Central Asia,17.9
Male,2012,14.8 [10.2-20.1],Central Asia,14.8
Female,2012,20.8 [15.5-26.2],Central Asia,20.8
Both sexes,2013,18.6 [14.9-22.5],Central Asia,18.6
Male,2013,15.4 [10.6-20.9],Central Asia,15.4
Female,2013,21.4 [16.0-27.0],Central Asia,21.4
Both sexes,2014,19.2 [15.4-23.2],Central Asia,19.2
Male,2014,16.1 [11.1-21.9],Central Asia,16.1
Female,2014,22.0 [16.4-27.9],Central Asia,22.0
Both sexes,2015,19.9 [15.9-24.1],Central Asia,19.9
Male,2015,16.8 [11.4-22.9],Central Asia,16.8
Female,2015,22.6 [16.8-28.7],Central Asia,22.6
Both sexes,2016,20.6 [16.3-25.0],Central Asia,20.6
Male,2016,17.5 [11.9-23.9],Central Asia,17.5
Female,2016,23.2 [17.0-29.7],Central Asia,23.2
