Sex,Year,Obesity (%),Region,BMI
Female,2006,37.9 [33.4-42.6],Middle East,37.9
Both sexes,2007,30.3 [27.0-33.6],Middle East,30.3
Male,2007,22.4 [17.9-27.4],Middle East,22.4
Female,2007,38.4 [33.8-43.1],Middle East,38.4
Both sexes,2008,30.8 [27.5-34.2],Middle East,30.8
Male,2008,23.0 [18.4-28.1],Middle East,23.0
Female,2008,38.9 [34.3-43.7],Middle East,38.9
Both sexes,2009,31.4 [28.0-34.9],Middle East,31.4
Male,2009,23.6 [18.9-28.8],Middle East,23.6
Female,2009,39.5 [34.7-44.3],Middle East,39.5
Both sexes,2010,31.9 [28.5-35.5],Middle East,31.9
Male,2010,24.2 [19.4-29.5],Middle East,24.2
Female,2010,40.0 [35.0-44.9],Middle East,40.0
Both sexes,2011,32.5 [29.0-36.1],Middle East,32.5
Male,2011,24.8 [19.9-30.2],Middle East,24.8
Female,2011,40.5 [35.5-45.5],Middle East,40.5
Both sexes,2012,33.1 [29.5-36.8],Middle East,33.1
Male,2012,25.5 [20.3-30.9],Middle East,25.5
Female,2012,41.0 [35.8-46.1],Middle East,41.0
Both sexes,2013,33.7 [30.0-37.5],Middle East,33.7
Male,2013,26.1 [20.7-31.7],Middle East,26.1
Female,2013,41.5 [36.2-46.9],Middle East,41.5
Both sexes,2014,34.3 [30.4-38.3],Middle East,34.3
Male,2014,26.8 [21.2-32.6],Middle East,26.8
Female,2014,42.0 [36.4-47.6],Middle East,42.0
Both sexes,2015,34.9 [30.8-39.1],Middle East,34.9
Male,2015,27.5 [21.6-33.6],Middle East,27.5
Female,2015,42.5 [36.7-48.5],Middle East,42.5
Both sexes,2016,35.5 [31.1-40.0],Middle East,35.5
Male,2016,28.2 [21.9-34.5],Middle East,28.2
Female,2016,43.1 [36.9-49.3],Middle East,43.1
