Sex,Year,Obesity (%),Region,BMI
Female,2004,32.6 [28.3-37.1],Southern Africa,32.6
Both sexes,2005,22.3 [19.8-25.0],Southern Africa,22.3
Male,2005,9.6 [7.2-12.3],Southern Africa,9.6
Female,2005,33.2 [29.0-37.7],Southern Africa,33.2
Both sexes,2006,22.9 [20.3-25.6],Southern Africa,22.9
Male,2006,10.0 [7.6-12.8],Southern Africa,10.0
Female,2006,33.8 [29.6-38.2],Southern Africa,33.8
Both sexes,2007,23.4 [20.8-26.1],Southern Africa,23.4
Male,2007,10.5 [8.0-13.3],Southern Africa,10.5
Female,2007,34.4 [30.2-38.8],Southern Africa,34.4
Both sexes,2008,24.0 [21.3-26.7],Southern Africa,24.0
Male,2008,11.0 [8.4-13.9],Southern Africa,11.0
Female,2008,35.0 [30.8-39.4],Southern Africa,35.0
Both sexes,2009,24.5 [21.8-27.3],Southern Africa,24.5
Male,2009,11.5 [8.8-14.5],Southern Africa,11.5
Female,2009,35.6 [31.3-40.1],Southern Africa,35.6
Both sexes,2010,25.1 [22.3-27.9],Southern Africa,25.1
Male,2010,12.0 [9.2-15.1],Southern Africa,12.0
Female,2010,36.2 [31.7-40.8],Southern Africa,36.2
Both sexes,2011,25.6 [22.8-28.5],Southern Africa,25.6
Male,2011,12.5 [9.5-15.8],Southern Africa,12.5
Female,2011,36.8 [32.2-41.5],Southern Africa,36.8
Both sexes,2012,26.1 [23.1-29.2],Southern Africa,26.1
Male,2012,13.0 [9.9-16.5],Southern Africa,13.0
Female,2012,37.3 [32.6-42.2],Southern Africa,37.3
Both sexes,2013,26.7 [23.6-29.9],Southern Africa,26.7
Male,2013,13.6 [10.3-17.3],Southern Africa,13.6
Female,2013,37.9 [32.9-43.0],Southern Africa,37.9
Both sexes,2014,27.2 [24.0-30.6],Southern Africa,27.2
Male,2014,14.2 [10.6-18.1],Southern Africa,14.2
Female,2014,38.5 [33.3-43.7],Southern Africa,38.5
Both sexes,2015,27.8 [24.3-31.3],Southern Africa,27.8
Male,2015,14.8 [10.9-19.0],Southern Africa,14.8
Female,2015,39.0 [33.6-44.6],Southern Africa,39.0
Both sexes,2016,28.3 [24.6-32.1],Southern Africa,28.3
Male,2016,15.4 [11.2-20.0],Southern Africa,15.4
Female,2016,39.6 [33.8-45.5],Southern Africa,39.6
