Sex,Year,Obesity (%),Region,BMI
Female,2005,20.4 [14.1-27.5],Caribbean,20.4
Both sexes,2006,14.7 [11.0-18.9],Caribbean,14.7
Male,2006,8.4 [4.7-13.0],Caribbean,8.4
Female,2006,20.8 [14.5-28.0],Caribbean,20.8
Both sexes,2007,15.1 [11.2-19.3],Caribbean,15.1
Male,2007,8.6 [4.9-13.4],Caribbean,8.6
Female,2007,21.3 [14.8-28.5],Caribbean,21.3
Both sexes,2008,15.5 [11.5-19.8],Caribbean,15.5
Male,2008,8.9 [5.1-13.8],Caribbean,8.9
Female,2008,21.7 [15.2-29.1],Caribbean,21.7
Both sexes,2009,15.9 [11.8-20.3],Caribbean,15.9
Male,2009,9.2 [5.3-14.2],Caribbean,9.2
Female,2009,22.2 [15.5-29.7],Caribbean,22.2
Both sexes,2010,16.2 [12.1-20.8],Caribbean,16.2
Male,2010,9.5 [5.4-14.8],Caribbean,9.5
Female,2010,22.7 [15.8-30.4],Caribbean,22.7
Both sexes,2011,16.7 [12.4-21.3],Caribbean,16.7
Male,2011,9.8 [5.6-15.3],Caribbean,9.8
Female,2011,23.2 [16.1-31.1],Caribbean,23.2
Both sexes,2012,17.1 [12.6-21.9],Caribbean,17.1
Male,2012,10.1 [5.8-15.8],Caribbean,10.1
Female,2012,23.7 [16.4-31.8],Caribbean,23.7
Both sexes,2013,17.5 [12.9-22.5],Caribbean,17.5
Male,2013,10.5 [5.9-16.4],Caribbean,10.5
Female,2013,24.2 [16.7-32.6],Caribbean,24.2
Both sexes,2014,18.0 [13.2-23.1],Caribbean,18.0
Male,2014,10.8 [6.1-17.1],Caribbean,10.8
Female,2014,24.8 [17.1-33.5],Caribbean,24.8
Both sexes,2015,18.4 [13.5-23.8],Caribbean,18.4
Male,2015,11.2 [6.2-17.8],Caribbean,11.2
Female,2015,25.3 [17.3-34.3],Caribbean,25.3
Both sexes,2016,18.9 [13.8-24.6],Caribbean,18.9
Male,2016,11.6 [6.4-18.6],Caribbean,11.6
Female,2016,25.9 [17.6-35.2],Caribbean,25.9
