Sex,Year,Obesity (%),Region,BMI
Female,2006,32.6 [26.7-38.9],Middle East,32.6
Both sexes,2007,27.2 [23.1-31.4],Middle East,27.2
Male,2007,22.1 [16.7-27.8],Middle East,22.1
Female,2007,33.0 [27.1-39.3],Middle East,33.0
Both sexes,2008,27.7 [23.6-31.9],Middle East,27.7
Male,2008,22.7 [17.1-28.5],Middle East,22.7
Female,2008,33.4 [27.5-39.8],Middle East,33.4
Both sexes,2009,28.2 [24.0-32.4],Middle East,28.2
Male,2009,23.2 [17.5-29.2],Middle East,23.2
Female,2009,33.8 [27.8-40.3],Middle East,33.8
Both sexes,2010,28.7 [24.5-33.0],Middle East,28.7
Male,2010,23.8 [18.0-29.9],Middle East,23.8
Female,2010,34.3 [28.2-40.9],Middle East,34.3
Both sexes,2011,29.2 [24.9-33.6],Middle East,29.2
Male,2011,24.4 [18.4-30.7],Middle East,24.4
Female,2011,34.7 [28.5-41.4],Middle East,34.7
Both sexes,2012,29.7 [25.3-34.3],Middle East,29.7
Male,2012,24.9 [18.8-31.5],Middle East,24.9
Female,2012,35.2 [28.8-41.9],Middle East,35.2
Both sexes,2013,30.3 [25.8-35.0],Middle East,30.3
Male,2013,25.5 [19.2-32.3],Middle East,25.5
Female,2013,35.6 [29.0-42.5],Middle East,35.6
Both sexes,2014,30.8 [26.2-35.8],Middle East,30.8
Male,2014,26.2 [19.5-33.1],Middle East,26.2
Female,2014,36.1 [29.3-43.2],Middle East,36.1
Both sexes,2015,31.4 [26.5-36.5],Middle East,31.4
Male,2015,26.8 [19.9-34.1],Middle East,26.8
Female,2015,36.5 [29.6-44.1],Middle East,36.5
Both sexes,2016,32.0 [26.8-37.3],Middle East,32.0
Male,2016,27.4 [20.2-35.0],Middle East,27.4
Female,2016,37.0 [29.7-44.8],Middle East,37.0
