Sex,Year,Obesity (%),Region,BMI
Female,2005,29.4 [22.7-36.4],Caribbean,29.4
Both sexes,2006,22.3 [18.1-26.9],Caribbean,22.3
Male,2006,14.3 [9.3-20.2],Caribbean,14.3
Female,2006,29.9 [23.2-36.9],Caribbean,29.9
Both sexes,2007,22.9 [18.5-27.5],Caribbean,22.9
Male,2007,14.8 [9.7-20.8],Caribbean,14.8
Female,2007,30.5 [23.7-37.5],Caribbean,30.5
Both sexes,2008,23.4 [19.0-28.1],Caribbean,23.4
Male,2008,15.3 [10.1-21.5],Caribbean,15.3
Female,2008,31.0 [24.1-38.0],Caribbean,31.0
Both sexes,2009,23.9 [19.5-28.6],Caribbean,23.9
Male,2009,15.9 [10.5-22.2],Caribbean,15.9
Female,2009,31.6 [24.5-38.7],Caribbean,31.6
Both sexes,2010,24.5 [19.9-29.3],Caribbean,24.5
Male,2010,16.4 [10.9-22.9],Caribbean,16.4
Female,2010,32.2 [25.0-39.3],Caribbean,32.2
Both sexes,2011,25.0 [20.3-30.0],Caribbean,25.0
Male,2011,17.0 [11.2-23.6],Caribbean,17.0
Female,2011,32.7 [25.5-40.0],Caribbean,32.7
Both sexes,2012,25.6 [20.8-30.7],Caribbean,25.6
Male,2012,17.5 [11.6-24.3],Caribbean,17.5
Female,2012,33.3 [25.9-40.8],Caribbean,33.3
Both sexes,2013,26.2 [21.2-31.3],Caribbean,26.2
Male,2013,18.1 [12.0-25.1],Caribbean,18.1
Female,2013,33.9 [26.3-41.5],Caribbean,33.9
Both sexes,2014,26.8 [21.6-32.1],Caribbean,26.8
Male,2014,18.7 [12.3-26.0],Caribbean,18.7
Female,2014,34.4 [26.7-42.2],Caribbean,34.4
Both sexes,2015,27.3 [22.0-32.9],Caribbean,27.3
Male,2015,19.3 [12.7-26.9],Caribbean,19.3
Female,2015,35.0 [27.1-43.1],Caribbean,35.0
Both sexes,2016,27.9 [22.4-33.7],Caribbean,27.9
Male,2016,19.9 [13.1-27.7],Caribbean,19.9
Female,2016,35.6 [27.4-44.0],Caribbean,35.6
