Sex,Year,Obesity (%),Region,BMI
Female,2005,17.6 [13.1-22.8],Central Asia,17.6
Both sexes,2006,16.3 [12.9-20.0],Central Asia,16.3
Male,2006,14.0 [9.2-19.6],Central Asia,14.0
Female,2006,18.0 [13.5-23.2],Central Asia,18.0
Both sexes,2007,16.7 [13.2-20.4],Central Asia,16.7
Male,2007,14.4 [9.6-20.1],Central Asia,14.4
Female,2007,18.4 [13.9-23.6],Central Asia,18.4
Both sexes,2008,17.1 [13.6-20.8],Central Asia,17.1
Male,2008,14.8 [10.0-20.5],Central Asia,14.8
Female,2008,18.9 [14.2-24.1],Central Asia,18.9
Both sexes,2009,17.6 [14.1-21.3],Central Asia,17.6
Male,2009,15.3 [10.4-21.1],Central Asia,15.3
Female,2009,19.3 [14.6-24.5],Central Asia,19.3
Both sexes,2010,18.0 [14.5-21.8],Central Asia,18.0
Male,2010,15.7 [10.8-21.6],Central Asia,15.7
Female,2010,19.7 [15.0-25.0],Central Asia,19.7
Both sexes,2011,18.5 [14.9-22.3],Central Asia,18.5
Male,2011,16.2 [11.2-22.2],Central Asia,16.2
Female,2011,20.2 [15.4-25.6],Central Asia,20.2
Both sexes,2012,19.0 [15.3-22.9],Central Asia,19.0
Male,2012,16.7 [11.6-22.8],Central Asia,16.7
Female,2012,20.7 [15.7-26.2],Central Asia,20.7
Both sexes,2013,19.5 [15.7-23.5],Central Asia,19.5
Male,2013,17.2 [12.0-23.4],Central Asia,17.2
Female,2013,21.1 [16.0-26.8],Central Asia,21.1
Both sexes,2014,20.0 [16.1-24.1],Central Asia,20.0
Male,2014,17.8 [12.3-24.1],Central Asia,17.8
Female,2014,21.6 [16.4-27.5],Central Asia,21.6
Both sexes,2015,20.5 [16.5-24.8],Central Asia,20.5
Male,2015,18.3 [12.7-24.8],Central Asia,18.3
Female,2015,22.1 [16.7-28.2],Central Asia,22.1
Both sexes,2016,21.0 [16.9-25.5],Central Asia,21.0
Male,2016,18.9 [13.1-25.6],Central Asia,18.9
Female,2016,22.7 [17.0-28.9],Central Asia,22.7
