Sex,Year,Obesity (%),Region,BMI
Female,2006,27.6 [22.2-33.0],Middle East,27.6
Both sexes,2007,21.1 [17.8-24.6],Middle East,21.1
Male,2007,16.7 [12.5-21.2],Middle East,16.7
Female,2007,28.1 [22.7-33.6],Middle East,28.1
Both sexes,2008,21.8 [18.4-25.3],Middle East,21.8
Male,2008,17.3 [12.9-21.9],Middle East,17.3
Female,2008,28.7 [23.2-34.3],Middle East,28.7
Both sexes,2009,22.4 [18.9-26.1],Middle East,22.4
Male,2009,17.9 [13.4-22.7],Middle East,17.9
Female,2009,29.3 [23.6-35.0],Middle East,29.3
Both sexes,2010,23.1 [19.4-26.8],Middle East,23.1
Male,2010,18.6 [13.9-23.5],Middle East,18.6
Female,2010,29.9 [24.0-35.7],Middle East,29.9
Both sexes,2011,23.7 [19.9-27.5],Middle East,23.7
Male,2011,19.3 [14.4-24.4],Middle East,19.3
Female,2011,30.5 [24.6-36.5],Middle East,30.5
Both sexes,2012,24.3 [20.4-28.3],Middle East,24.3
Male,2012,20.0 [14.9-25.4],Middle East,20.0
Female,2012,31.1 [25.0-37.4],Middle East,31.1
Both sexes,2013,24.9 [20.9-29.2],Middle East,24.9
Male,2013,20.7 [15.3-26.4],Middle East,20.7
Female,2013,31.8 [25.4-38.3],Middle East,31.8
Both sexes,2014,25.6 [21.4-30.1],Middle East,25.6
Male,2014,21.4 [15.8-27.4],Middle East,21.4
Female,2014,32.4 [25.8-39.3],Middle East,32.4
Both sexes,2015,26.3 [21.8-31.0],Middle East,26.3
Male,2015,22.2 [16.3-28.6],Middle East,22.2
Female,2015,33.1 [26.1-40.2],Middle East,33.1
Both sexes,2016,27.0 [22.3-32.0],Middle East,27.0
Male,2016,22.9 [16.8-29.8],Middle East,22.9
Female,2016,33.7 [26.4-41.1],Middle East,33.7
